Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Fork,Exec,Exit,Watts,CPU,Freq,GPU,EdgeTPU (Quantized),Local Machine (Non-Quantized),Index
14:35:27,13.6,0,0.3,86.1,0,3,292,580,0,0,1,33.96,0,Hz,-N/A-,2.702450934,33.96,106
14:35:28,17.3,0,0,82.7,0,2,378,666,0,0,0,33.33,0,Hz,-N/A-,2.652317127,33.33,107
14:35:28,26.4,0,0.7,72.6,0.3,2,350,758,0,0,1,33.33,0,Hz,-N/A-,2.652317127,33.33,108
14:35:29,14.8,0,0,83.5,1.7,2,304,586,0,0,0,32.73,0,Hz,-N/A-,2.604570644,32.73,109
14:35:29,13.8,0,0.3,85.8,0,2,192,498,0,0,0,32.73,0,Hz,-N/A-,2.604570644,32.73,110
14:35:30,21.5,0,0.7,75.7,2.1,2,346,670,0,0,0,32.14,0,Hz,-N/A-,2.557619935,32.14,111
14:35:30,11.7,0,0,88.3,0,3,204,464,0,0,0,32.14,0,Hz,-N/A-,2.557619935,32.14,112
14:35:31,20.5,0,0.7,76.8,2,2,326,720,0,0,0,31.58,0,Hz,-N/A-,2.513056551,31.58,113
14:35:31,23.5,0,0,76.5,0,7,308,766,0,0,1,31.58,0,Hz,-N/A-,2.513056551,31.58,114
14:35:32,17,0,0.3,82.7,0,2,294,658,0,0,1,31.03,0,Hz,-N/A-,2.469288942,31.03,115
14:35:32,29.6,0,0.3,69.7,0.3,2,276,786,0,0,0,31.03,0,Hz,-N/A-,2.469288942,31.03,116
14:35:33,14.5,0,0,85.5,0,2,274,586,0,0,0,30.51,0,Hz,-N/A-,2.427908657,30.51,117
14:35:33,12.6,0,0.4,87,0,4,222,492,0,0,0,30.51,0,Hz,-N/A-,2.427908657,30.51,118
14:35:34,26,0,0.7,73.3,0,2,548,904,0,0,0,30,0,Hz,-N/A-,2.387324146,30,119
14:35:34,17,0,0.7,82.3,0,2,234,632,0,0,0,30,0,Hz,-N/A-,2.387324146,30,120
14:35:35,16.7,0,0.3,83,0,2,234,632,0,0,0,29.51,0,Hz,-N/A-,2.348331185,29.51,121
14:35:35,23.5,0,0.7,75.8,0,2,274,710,0,0,0,29.51,0,Hz,-N/A-,2.348331185,29.51,122
14:35:36,16.4,0.7,0.7,82.3,0,2,444,822,3,0,0,29.03,0,Hz,-N/A-,2.310133999,29.03,123
14:35:36,28.4,5.5,2.8,62.6,0.7,4,2804,2320,7,1,0,29.03,0,Hz,-N/A-,2.310133999,29.03,124
14:35:37,19.9,0,0.7,79.5,0,2,402,758,0,0,2,28.57,0,Hz,-N/A-,2.273528362,28.57,125
14:35:37,15.5,0,0.4,84.2,0,9,494,746,0,0,0,28.57,0,Hz,-N/A-,2.273528362,28.57,126
14:35:38,17.1,0,0.3,82.5,0,2,306,588,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,127
14:35:38,18.2,0,0,81.8,0,2,308,598,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,128
14:35:39,21.6,0,0.3,76,2,2,346,788,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,129
